vessel_id,event_timestamp,arrival_hour,cargo_volume,berth_wait_minutes,port_congestion,weather,previous_delay_hours,crane_available,delayed
V03586,2024-10-25 20:00:00,20,439.4,14.1,Low,Clear,2.4,1,0
V03587,2024-10-25 22:00:00,22,991.4,43.3,Low,Rain,1.35,1,0
V03588,2024-10-26 00:00:00,0,540.2,64.5,Medium,Clear,1.08,1,0
V03589,2024-10-26 02:00:00,2,653.8,54.0,Medium,Clear,0.72,1,0
V03590,2024-10-26 04:00:00,4,877.7,42.4,Low,Cloudy,0.84,1,0
V03591,2024-10-26 06:00:00,6,1506.3,89.5,High,Storm,1.79,0,1
V03592,2024-10-26 08:00:00,8,1710.4,53.5,Medium,Clear,1.98,1,1
V03593,2024-10-26 10:00:00,10,1101.7,16.0,Low,Cloudy,1.95,1,0
V03594,2024-10-26 12:00:00,12,730.5,13.8,Low,Clear,0.47,1,0
V03595,2024-10-26 14:00:00,14,2021.7,32.4,Low,Cloudy,0.01,1,0
V03596,2024-10-26 16:00:00,16,707.6,31.8,Low,Clear,0.64,1,0
V03597,2024-10-26 18:00:00,18,643.0,60.7,Medium,Cloudy,2.13,1,0
V03598,2024-10-26 20:00:00,20,101.3,62.5,Low,Clear,3.72,1,0
V03599,2024-10-26 22:00:00,22,1528.2,88.6,High,Clear,0.32,1,1
V03600,2024-10-27 00:00:00,0,1335.7,29.7,Medium,Clear,1.71,1,0
V03601,2024-10-27 02:00:00,2,1988.0,0.0,Medium,Cloudy,0.51,1,1
V03602,2024-10-27 04:00:00,4,274.7,60.8,High,Cloudy,2.98,1,1
V03603,2024-10-27 06:00:00,6,1556.2,16.4,Medium,Rain,2.11,1,0
V03604,2024-10-27 08:00:00,8,931.6,61.7,High,Storm,1.32,1,0
V03605,2024-10-27 10:00:00,10,1262.7,86.1,High,Clear,1.41,1,1
V03606,2024-10-27 12:00:00,12,158.5,52.1,Medium,Cloudy,2.73,1,0
V03607,2024-10-27 14:00:00,14,1560.6,81.5,Low,Clear,0.1,1,1
V03608,2024-10-27 16:00:00,16,1253.9,62.1,Medium,Rain,0.91,1,0
V03609,2024-10-27 18:00:00,18,882.5,82.7,Low,Cloudy,0.27,0,0
V03610,2024-10-27 20:00:00,20,1190.3,67.9,Medium,Clear,1.39,1,1
V03611,2024-10-27 22:00:00,22,555.5,77.1,Medium,Clear,1.15,1,0
V03612,2024-10-28 00:00:00,0,639.3,41.0,Medium,Rain,1.32,1,0
V03613,2024-10-28 02:00:00,2,691.4,53.1,High,Rain,0.22,0,0
V03614,2024-10-28 04:00:00,4,100.0,23.8,Low,Rain,2.39,1,0
V03615,2024-10-28 06:00:00,6,1287.8,49.7,Medium,Clear,1.86,1,0
V03616,2024-10-28 08:00:00,8,1436.2,19.3,Low,Clear,0.62,0,0
V03617,2024-10-28 10:00:00,10,584.4,55.0,High,Rain,1.99,0,0
V03618,2024-10-28 12:00:00,12,1056.7,60.4,Medium,Cloudy,0.04,0,1
V03619,2024-10-28 14:00:00,14,780.5,9.9,Low,Clear,0.28,1,0
V03620,2024-10-28 16:00:00,16,1047.7,11.7,Medium,Cloudy,0.94,1,0
V03621,2024-10-28 18:00:00,18,617.6,6.9,Low,Cloudy,0.73,0,0
V03622,2024-10-28 20:00:00,20,502.5,44.1,Medium,Cloudy,2.87,1,0
V03623,2024-10-28 22:00:00,22,1373.4,25.2,Medium,Cloudy,1.76,1,0
V03624,2024-10-29 00:00:00,0,871.3,44.3,Medium,Rain,3.35,1,0
V03625,2024-10-29 02:00:00,2,1809.9,65.0,Medium,Rain,0.17,1,1
V03626,2024-10-29 04:00:00,4,920.8,94.4,High,Clear,0.72,1,0
V03627,2024-10-29 06:00:00,6,483.3,63.5,High,Clear,0.26,1,0
V03628,2024-10-29 08:00:00,8,1452.1,17.4,Medium,Cloudy,1.33,1,0
V03629,2024-10-29 10:00:00,10,1183.9,35.6,Medium,Cloudy,0.17,1,0
V03630,2024-10-29 12:00:00,12,1227.1,66.4,Medium,Clear,1.17,1,1
V03631,2024-10-29 14:00:00,14,1435.8,102.2,High,Rain,0.44,1,1
V03632,2024-10-29 16:00:00,16,606.2,88.8,High,Clear,2.01,0,1
V03633,2024-10-29 18:00:00,18,842.7,65.0,Low,Clear,0.95,1,0
V03634,2024-10-29 20:00:00,20,822.8,78.2,Low,Rain,0.13,1,0
V03635,2024-10-29 22:00:00,22,319.2,22.9,Low,Rain,2.28,1,1
V03636,2024-10-30 00:00:00,0,781.4,72.2,Low,Clear,2.31,1,1
V03637,2024-10-30 02:00:00,2,1501.4,43.5,Medium,Clear,1.92,1,1
V03638,2024-10-30 04:00:00,4,1006.8,60.5,Low,Clear,0.6,1,0
V03639,2024-10-30 06:00:00,6,294.3,67.7,Medium,Clear,1.6,1,0
V03640,2024-10-30 08:00:00,8,199.9,0.0,Low,Clear,2.47,1,0
V03641,2024-10-30 10:00:00,10,1649.1,10.8,Low,Clear,0.86,1,0
V03642,2024-10-30 12:00:00,12,859.4,19.5,Medium,Clear,0.9,1,1
V03643,2024-10-30 14:00:00,14,608.7,5.4,Medium,Cloudy,1.07,1,0
V03644,2024-10-30 16:00:00,16,776.7,72.0,Medium,Cloudy,1.94,1,0
V03645,2024-10-30 18:00:00,18,235.2,131.7,High,Cloudy,1.22,0,0
V03646,2024-10-30 20:00:00,20,1540.4,73.6,High,Clear,1.7,0,1
V03647,2024-10-30 22:00:00,22,723.1,71.4,Medium,Clear,0.82,1,0
V03648,2024-10-31 00:00:00,0,1515.3,72.1,Low,Clear,0.8,1,1
V03649,2024-10-31 02:00:00,2,923.2,40.2,Low,Storm,1.75,1,0
V03650,2024-10-31 04:00:00,4,1543.3,79.4,High,Clear,0.52,1,1
V03651,2024-10-31 06:00:00,6,1015.5,43.9,Medium,Cloudy,0.33,1,0
V03652,2024-10-31 08:00:00,8,1284.0,93.4,High,Clear,0.5,1,0
V03653,2024-10-31 10:00:00,10,1223.6,71.9,Medium,Rain,0.77,1,0
V03654,2024-10-31 12:00:00,12,1180.5,46.5,Low,Clear,1.01,1,0
V03655,2024-10-31 14:00:00,14,1056.6,60.7,Medium,Clear,0.61,0,1
V03656,2024-10-31 16:00:00,16,795.2,78.7,High,Rain,0.68,1,0
V03657,2024-10-31 18:00:00,18,1761.9,40.2,High,Clear,1.38,0,1
V03658,2024-10-31 20:00:00,20,491.9,57.4,Low,Cloudy,0.44,1,0
V03659,2024-10-31 22:00:00,22,901.9,17.9,Medium,Clear,1.89,1,0
V03660,2024-11-01 00:00:00,0,906.7,50.5,Low,Storm,0.38,1,0
V03661,2024-11-01 02:00:00,2,1081.1,98.9,High,Cloudy,0.98,1,0
V03662,2024-11-01 04:00:00,4,706.7,6.5,Low,Clear,0.93,0,0
V03663,2024-11-01 06:00:00,6,1041.6,34.8,Medium,Rain,2.85,0,1
V03664,2024-11-01 08:00:00,8,824.0,88.0,Low,Cloudy,0.83,0,0
V03665,2024-11-01 10:00:00,10,188.1,48.0,Medium,Cloudy,2.11,1,0
V03666,2024-11-01 12:00:00,12,904.3,19.5,Medium,Clear,1.75,1,0
V03667,2024-11-01 14:00:00,14,404.7,55.0,Low,Clear,0.57,1,0
V03668,2024-11-01 16:00:00,16,119.5,60.7,High,Cloudy,2.66,1,0
V03669,2024-11-01 18:00:00,18,961.6,32.0,High,Clear,0.6,1,0
V03670,2024-11-01 20:00:00,20,1119.5,93.0,High,Rain,0.74,0,1
V03671,2024-11-01 22:00:00,22,1137.0,12.1,Low,Clear,1.47,1,0
V03672,2024-11-02 00:00:00,0,1155.2,58.0,Medium,Cloudy,0.67,1,1
V03673,2024-11-02 02:00:00,2,100.0,29.7,Medium,Clear,0.18,1,0
V03674,2024-11-02 04:00:00,4,287.5,67.7,Medium,Cloudy,0.75,1,0
V03675,2024-11-02 06:00:00,6,1788.1,54.6,Medium,Clear,0.74,1,1
V03676,2024-11-02 08:00:00,8,428.8,0.0,Medium,Clear,0.35,1,0
V03677,2024-11-02 10:00:00,10,1174.9,44.6,Low,Clear,0.97,1,1
V03678,2024-11-02 12:00:00,12,590.9,42.8,Medium,Cloudy,0.99,1,0
V03679,2024-11-02 14:00:00,14,935.9,70.4,Low,Clear,1.39,0,0
V03680,2024-11-02 16:00:00,16,615.0,44.9,Low,Rain,0.28,1,0
V03681,2024-11-02 18:00:00,18,1152.7,53.9,Low,Clear,0.3,0,1
V03682,2024-11-02 20:00:00,20,961.5,17.2,Low,Cloudy,1.94,1,0
V03683,2024-11-02 22:00:00,22,698.3,60.2,High,Cloudy,0.37,1,0
V03684,2024-11-03 00:00:00,0,427.4,49.4,Medium,Clear,1.24,1,0
V03685,2024-11-03 02:00:00,2,1020.5,26.0,Low,Clear,0.8,1,0
V03686,2024-11-03 04:00:00,4,354.3,113.5,High,Clear,0.46,0,1
V03687,2024-11-03 06:00:00,6,1092.4,76.2,High,Cloudy,2.82,1,0
V03688,2024-11-03 08:00:00,8,2081.9,49.4,High,Storm,1.01,1,1
V03689,2024-11-03 10:00:00,10,1507.6,59.3,High,Clear,0.54,1,1
V03690,2024-11-03 12:00:00,12,1223.3,104.1,High,Cloudy,0.14,1,0
V03691,2024-11-03 14:00:00,14,861.5,45.8,Medium,Cloudy,1.66,1,0
V03692,2024-11-03 16:00:00,16,100.0,74.5,High,Cloudy,0.36,1,0
V03693,2024-11-03 18:00:00,18,305.0,106.5,High,Clear,2.64,1,0
V03694,2024-11-03 20:00:00,20,1477.3,12.1,Low,Storm,0.91,1,1
V03695,2024-11-03 22:00:00,22,544.6,24.1,High,Clear,5.75,1,1
V03696,2024-11-04 00:00:00,0,585.3,58.7,High,Rain,0.74,1,0
V03697,2024-11-04 02:00:00,2,825.5,86.1,High,Clear,0.35,1,0
V03698,2024-11-04 04:00:00,4,422.1,73.8,High,Rain,1.02,0,1
V03699,2024-11-04 06:00:00,6,348.0,11.0,Medium,Storm,0.52,1,1
V03700,2024-11-04 08:00:00,8,877.3,75.4,Medium,Rain,0.05,1,0
V03701,2024-11-04 10:00:00,10,498.8,54.1,Medium,Clear,2.01,0,0
V03702,2024-11-04 12:00:00,12,566.5,59.7,Medium,Rain,1.27,1,0
V03703,2024-11-04 14:00:00,14,548.5,90.5,High,Clear,0.42,0,0
V03704,2024-11-04 16:00:00,16,1135.1,47.5,High,Cloudy,0.28,0,1
V03705,2024-11-04 18:00:00,18,795.5,57.6,Medium,Clear,0.32,1,0
V03706,2024-11-04 20:00:00,20,819.6,102.7,High,Cloudy,0.98,0,0
V03707,2024-11-04 22:00:00,22,1168.6,63.5,Low,Clear,4.09,1,1
V03708,2024-11-05 00:00:00,0,836.1,98.0,High,Clear,0.79,0,1
V03709,2024-11-05 02:00:00,2,774.8,47.8,Low,Clear,0.13,1,1
V03710,2024-11-05 04:00:00,4,1111.7,6.6,Medium,Clear,0.36,1,0
V03711,2024-11-05 06:00:00,6,1200.7,34.6,Low,Clear,1.09,1,0
V03712,2024-11-05 08:00:00,8,833.8,26.1,Medium,Rain,0.44,0,0
V03713,2024-11-05 10:00:00,10,936.3,82.1,Medium,Cloudy,0.22,1,0
V03714,2024-11-05 12:00:00,12,548.2,63.3,Low,Rain,0.81,1,0
V03715,2024-11-05 14:00:00,14,512.7,26.2,Medium,Rain,0.36,1,0
V03716,2024-11-05 16:00:00,16,1246.1,48.9,Medium,Clear,1.14,1,1
V03717,2024-11-05 18:00:00,18,1100.2,41.2,Low,Clear,1.17,1,0
V03718,2024-11-05 20:00:00,20,1104.9,72.5,Medium,Clear,1.5,1,0
V03719,2024-11-05 22:00:00,22,1026.4,0.0,Low,Clear,1.72,1,0
V03720,2024-11-06 00:00:00,0,920.8,0.0,Low,Cloudy,0.41,1,0
V03721,2024-11-06 02:00:00,2,1213.4,36.0,Low,Cloudy,1.98,1,0
V03722,2024-11-06 04:00:00,4,1320.8,0.0,Medium,Cloudy,0.66,1,1
V03723,2024-11-06 06:00:00,6,1310.1,84.0,High,Cloudy,0.08,0,0
V03724,2024-11-06 08:00:00,8,854.6,64.8,Medium,Clear,1.8,1,1
V03725,2024-11-06 10:00:00,10,1524.1,110.9,High,Rain,2.79,0,1
V03726,2024-11-06 12:00:00,12,1002.8,34.4,Medium,Clear,0.77,1,0
V03727,2024-11-06 14:00:00,14,1184.6,84.0,High,Rain,2.06,1,1
V03728,2024-11-06 16:00:00,16,1026.9,96.3,High,Clear,0.83,1,0
V03729,2024-11-06 18:00:00,18,1011.2,20.6,Medium,Clear,0.53,1,0
V03730,2024-11-06 20:00:00,20,568.9,57.9,Low,Clear,0.84,1,0
V03731,2024-11-06 22:00:00,22,1215.6,41.9,Low,Clear,0.92,1,1
V03732,2024-11-07 00:00:00,0,2180.4,34.9,Medium,Clear,1.09,1,1
V03733,2024-11-07 02:00:00,2,731.3,53.5,Medium,Clear,0.7,1,0
V03734,2024-11-07 04:00:00,4,931.9,31.5,Low,Cloudy,1.74,1,0
V03735,2024-11-07 06:00:00,6,699.2,99.5,High,Rain,1.43,0,1
V03736,2024-11-07 08:00:00,8,680.4,71.0,High,Clear,0.32,0,1
V03737,2024-11-07 10:00:00,10,1595.0,40.7,Low,Clear,0.57,1,1
V03738,2024-11-07 12:00:00,12,597.2,19.5,Low,Rain,1.66,1,1
V03739,2024-11-07 14:00:00,14,686.7,11.6,Low,Clear,0.81,1,0
V03740,2024-11-07 16:00:00,16,185.6,54.3,Medium,Rain,0.44,1,1
V03741,2024-11-07 18:00:00,18,559.1,57.6,High,Clear,0.78,0,0
V03742,2024-11-07 20:00:00,20,131.2,70.0,Medium,Clear,0.17,0,0
V03743,2024-11-07 22:00:00,22,1184.3,49.8,Low,Clear,2.5,1,1
V03744,2024-11-08 00:00:00,0,2159.9,30.9,Medium,Clear,0.95,0,1
V03745,2024-11-08 02:00:00,2,735.0,40.3,Low,Cloudy,0.52,1,0
V03746,2024-11-08 04:00:00,4,150.0,30.8,Medium,Rain,0.16,1,0
V03747,2024-11-08 06:00:00,6,1305.0,9.9,Medium,Clear,3.49,1,1
V03748,2024-11-08 08:00:00,8,572.9,35.1,Medium,Rain,0.14,1,0
V03749,2024-11-08 10:00:00,10,1484.7,48.7,Medium,Clear,1.31,1,0
V03750,2024-11-08 12:00:00,12,773.1,93.0,High,Clear,0.7,0,1
V03751,2024-11-08 14:00:00,14,615.7,38.7,Low,Rain,0.78,1,0
V03752,2024-11-08 16:00:00,16,819.9,102.7,High,Rain,0.87,1,1
V03753,2024-11-08 18:00:00,18,1241.0,10.5,Low,Clear,0.54,1,0
V03754,2024-11-08 20:00:00,20,797.7,25.6,Low,Clear,0.93,1,0
V03755,2024-11-08 22:00:00,22,676.5,121.1,High,Clear,1.06,0,1
V03756,2024-11-09 00:00:00,0,810.5,1.7,Medium,Clear,1.57,1,1
V03757,2024-11-09 02:00:00,2,327.7,23.7,Low,Rain,1.44,1,0
V03758,2024-11-09 04:00:00,4,1078.7,23.2,Medium,Clear,0.32,1,0
V03759,2024-11-09 06:00:00,6,100.0,45.1,Medium,Cloudy,0.4,1,0
V03760,2024-11-09 08:00:00,8,700.1,69.1,High,Clear,1.98,1,0
V03761,2024-11-09 10:00:00,10,1241.7,65.1,Medium,Clear,0.61,0,0
V03762,2024-11-09 12:00:00,12,1036.4,41.4,Low,Clear,1.25,1,0
V03763,2024-11-09 14:00:00,14,1165.6,17.4,Medium,Clear,2.32,1,1
V03764,2024-11-09 16:00:00,16,870.7,20.3,Low,Cloudy,0.98,0,0
V03765,2024-11-09 18:00:00,18,1426.4,35.0,Low,Storm,0.31,1,0
V03766,2024-11-09 20:00:00,20,1316.1,68.5,Medium,Rain,0.31,1,1
V03767,2024-11-09 22:00:00,22,1100.8,140.8,High,Cloudy,0.7,1,1
V03768,2024-11-10 00:00:00,0,1317.4,52.6,Low,Clear,0.7,1,1
V03769,2024-11-10 02:00:00,2,1237.7,54.7,High,Rain,0.26,1,1
V03770,2024-11-10 04:00:00,4,702.2,47.7,Medium,Rain,0.38,1,0
V03771,2024-11-10 06:00:00,6,295.2,84.5,High,Rain,1.45,1,1
V03772,2024-11-10 08:00:00,8,1089.2,22.0,Low,Clear,2.01,1,0
V03773,2024-11-10 10:00:00,10,1145.7,61.8,Medium,Clear,0.63,1,0
V03774,2024-11-10 12:00:00,12,1390.7,0.0,Low,Rain,1.36,1,1
V03775,2024-11-10 14:00:00,14,478.7,48.8,Low,Clear,0.11,1,0
V03776,2024-11-10 16:00:00,16,492.1,23.1,Low,Clear,0.18,1,0
V03777,2024-11-10 18:00:00,18,1107.0,32.3,Low,Clear,0.77,1,0
V03778,2024-11-10 20:00:00,20,868.0,71.6,Low,Cloudy,2.41,1,0
V03779,2024-11-10 22:00:00,22,100.0,3.5,Low,Clear,1.64,1,0
V03780,2024-11-11 00:00:00,0,1068.8,86.8,High,Cloudy,1.5,0,0
V03781,2024-11-11 02:00:00,2,100.0,99.8,High,Cloudy,0.78,0,0
V03782,2024-11-11 04:00:00,4,474.6,39.3,Low,Clear,0.23,1,0
V03783,2024-11-11 06:00:00,6,1508.3,39.6,High,Clear,2.14,1,0
V03784,2024-11-11 08:00:00,8,1721.2,68.8,Low,Rain,0.24,1,1
V03785,2024-11-11 10:00:00,10,353.0,44.7,Medium,Clear,1.22,0,0
V03786,2024-11-11 12:00:00,12,751.8,66.8,High,Clear,1.04,1,0
V03787,2024-11-11 14:00:00,14,919.2,42.2,Medium,Clear,0.2,1,0
V03788,2024-11-11 16:00:00,16,1701.6,25.4,Low,Clear,0.1,1,1
V03789,2024-11-11 18:00:00,18,678.2,20.2,Medium,Cloudy,1.5,1,0
V03790,2024-11-11 20:00:00,20,685.4,54.1,Medium,Clear,0.91,1,0
V03791,2024-11-11 22:00:00,22,1596.9,35.1,Medium,Rain,2.13,1,1
V03792,2024-11-12 00:00:00,0,731.3,66.8,Medium,Clear,1.17,1,0
V03793,2024-11-12 02:00:00,2,1225.0,62.9,Medium,Storm,1.05,1,1
V03794,2024-11-12 04:00:00,4,235.3,75.6,Low,Cloudy,0.06,1,0
V03795,2024-11-12 06:00:00,6,822.9,44.7,Medium,Clear,1.02,1,0
V03796,2024-11-12 08:00:00,8,153.2,14.9,Low,Cloudy,0.82,1,1
V03797,2024-11-12 10:00:00,10,425.1,43.3,High,Clear,1.19,1,0
V03798,2024-11-12 12:00:00,12,1277.6,104.8,Medium,Storm,0.82,1,1
V03799,2024-11-12 14:00:00,14,877.5,66.6,Medium,Rain,0.8,1,0
V03800,2024-11-12 16:00:00,16,756.4,32.7,Medium,Clear,0.76,0,1
V03801,2024-11-12 18:00:00,18,563.1,77.3,Low,Clear,0.46,1,0
V03802,2024-11-12 20:00:00,20,800.7,68.9,Low,Storm,1.48,1,1
V03803,2024-11-12 22:00:00,22,1035.5,16.2,Medium,Cloudy,5.49,1,1
V03804,2024-11-13 00:00:00,0,1342.3,31.2,Medium,Clear,0.22,1,0
V03805,2024-11-13 02:00:00,2,100.0,46.7,Medium,Clear,0.33,1,0
V03806,2024-11-13 04:00:00,4,525.7,53.2,High,Clear,1.48,0,0
V03807,2024-11-13 06:00:00,6,971.6,47.6,Medium,Cloudy,0.68,1,0
V03808,2024-11-13 08:00:00,8,855.5,67.8,Medium,Cloudy,0.55,1,0
V03809,2024-11-13 10:00:00,10,1081.5,15.7,Medium,Rain,0.1,1,1
V03810,2024-11-13 12:00:00,12,1020.4,42.3,Low,Cloudy,0.36,1,0
V03811,2024-11-13 14:00:00,14,762.8,64.2,Low,Cloudy,0.29,1,0
V03812,2024-11-13 16:00:00,16,662.9,90.0,High,Clear,0.11,1,0
V03813,2024-11-13 18:00:00,18,789.5,78.1,High,Rain,1.92,0,0
V03814,2024-11-13 20:00:00,20,1416.9,63.3,High,Clear,0.98,0,0
V03815,2024-11-13 22:00:00,22,570.6,55.8,Low,Rain,5.11,1,1
V03816,2024-11-14 00:00:00,0,871.7,5.6,Low,Clear,1.08,0,0
V03817,2024-11-14 02:00:00,2,982.5,56.1,Medium,Cloudy,0.24,1,0
V03818,2024-11-14 04:00:00,4,1602.2,80.6,High,Rain,1.17,0,1
V03819,2024-11-14 06:00:00,6,764.9,63.1,Low,Rain,1.39,0,0
V03820,2024-11-14 08:00:00,8,1331.5,20.4,Low,Clear,0.5,1,0
V03821,2024-11-14 10:00:00,10,1454.4,22.6,Low,Cloudy,1.35,0,1
V03822,2024-11-14 12:00:00,12,871.3,49.0,High,Clear,1.32,0,1
V03823,2024-11-14 14:00:00,14,805.2,90.9,High,Clear,0.38,1,1
V03824,2024-11-14 16:00:00,16,751.9,39.4,Medium,Rain,1.56,1,1
V03825,2024-11-14 18:00:00,18,784.9,13.4,Low,Rain,1.12,1,1
V03826,2024-11-14 20:00:00,20,1284.4,30.8,Medium,Clear,0.9,1,1
V03827,2024-11-14 22:00:00,22,1004.0,63.4,Medium,Rain,0.98,1,0
V03828,2024-11-15 00:00:00,0,1005.9,7.4,Low,Clear,0.24,1,0
V03829,2024-11-15 02:00:00,2,393.6,9.6,Low,Rain,2.58,1,0
V03830,2024-11-15 04:00:00,4,464.6,72.4,Medium,Rain,0.67,1,0
V03831,2024-11-15 06:00:00,6,1864.6,30.8,Low,Rain,0.6,1,1
V03832,2024-11-15 08:00:00,8,820.0,103.9,High,Rain,1.2,1,1
V03833,2024-11-15 10:00:00,10,551.4,41.0,Medium,Storm,4.57,1,1
V03834,2024-11-15 12:00:00,12,1544.0,50.0,Medium,Cloudy,1.62,1,1
V03835,2024-11-15 14:00:00,14,1026.8,53.9,Medium,Clear,0.68,0,1
V03836,2024-11-15 16:00:00,16,1160.2,84.7,Medium,Clear,1.19,1,0
V03837,2024-11-15 18:00:00,18,837.9,67.6,Low,Rain,1.19,1,0
V03838,2024-11-15 20:00:00,20,756.6,78.8,Medium,Clear,0.89,1,0
V03839,2024-11-15 22:00:00,22,823.7,19.3,Low,Rain,0.25,1,0
V03840,2024-11-16 00:00:00,0,277.8,25.3,Medium,Clear,1.66,1,0
V03841,2024-11-16 02:00:00,2,860.4,69.0,Medium,Rain,1.19,1,0
V03842,2024-11-16 04:00:00,4,1033.2,84.4,Medium,Clear,0.42,1,0
V03843,2024-11-16 06:00:00,6,1732.7,79.1,Medium,Rain,1.32,1,1
V03844,2024-11-16 08:00:00,8,938.7,35.3,Low,Storm,1.99,1,0
V03845,2024-11-16 10:00:00,10,100.0,68.2,Medium,Clear,0.72,1,0
V03846,2024-11-16 12:00:00,12,857.7,53.6,Low,Cloudy,1.05,1,0
V03847,2024-11-16 14:00:00,14,2132.8,83.7,High,Clear,1.7,1,1
V03848,2024-11-16 16:00:00,16,1289.9,54.8,Medium,Rain,0.06,1,1
V03849,2024-11-16 18:00:00,18,535.1,82.5,High,Rain,0.51,0,1
V03850,2024-11-16 20:00:00,20,1166.0,30.3,Medium,Clear,0.62,1,0
V03851,2024-11-16 22:00:00,22,566.1,62.8,High,Clear,0.74,1,0
V03852,2024-11-17 00:00:00,0,290.8,17.5,Low,Clear,2.96,1,0
V03853,2024-11-17 02:00:00,2,743.2,0.0,Low,Clear,0.35,1,0
V03854,2024-11-17 04:00:00,4,941.2,38.6,Low,Rain,0.56,1,0
V03855,2024-11-17 06:00:00,6,100.0,34.0,Low,Clear,2.03,1,0
V03856,2024-11-17 08:00:00,8,382.9,99.0,High,Rain,2.0,1,1
V03857,2024-11-17 10:00:00,10,904.7,81.5,Medium,Storm,0.37,1,0
V03858,2024-11-17 12:00:00,12,716.3,83.1,Medium,Rain,2.62,1,0
V03859,2024-11-17 14:00:00,14,1077.7,85.5,Medium,Cloudy,1.46,1,1
V03860,2024-11-17 16:00:00,16,353.4,31.1,Medium,Clear,1.94,0,0
V03861,2024-11-17 18:00:00,18,1221.4,14.2,Medium,Rain,2.73,0,1
V03862,2024-11-17 20:00:00,20,367.3,103.3,High,Cloudy,1.46,0,1
V03863,2024-11-17 22:00:00,22,1639.2,84.6,Medium,Storm,2.12,0,1
V03864,2024-11-18 00:00:00,0,127.9,88.9,Medium,Clear,0.1,1,0
V03865,2024-11-18 02:00:00,2,408.4,47.1,Low,Clear,0.3,1,0
V03866,2024-11-18 04:00:00,4,1087.8,30.1,High,Storm,2.51,0,1
V03867,2024-11-18 06:00:00,6,1648.9,44.1,Low,Rain,0.67,1,1
V03868,2024-11-18 08:00:00,8,1041.8,63.9,Medium,Clear,1.47,1,0
V03869,2024-11-18 10:00:00,10,1153.3,111.3,High,Cloudy,1.45,1,1
V03870,2024-11-18 12:00:00,12,907.9,70.7,Low,Clear,0.79,1,0
V03871,2024-11-18 14:00:00,14,438.1,57.7,Low,Cloudy,0.27,1,0
V03872,2024-11-18 16:00:00,16,679.4,35.3,Medium,Clear,1.24,0,0
V03873,2024-11-18 18:00:00,18,354.6,24.3,Medium,Clear,1.8,1,0
V03874,2024-11-18 20:00:00,20,324.6,93.3,High,Clear,0.11,1,0
V03875,2024-11-18 22:00:00,22,1080.8,60.2,High,Clear,0.3,1,1
V03876,2024-11-19 00:00:00,0,394.6,86.9,Medium,Clear,0.2,1,0
V03877,2024-11-19 02:00:00,2,1043.8,37.4,High,Clear,0.39,1,0
V03878,2024-11-19 04:00:00,4,314.2,64.2,Medium,Clear,1.46,1,0
V03879,2024-11-19 06:00:00,6,1033.4,88.0,High,Cloudy,1.08,0,1
V03880,2024-11-19 08:00:00,8,680.1,29.8,Low,Cloudy,1.4,1,0
V03881,2024-11-19 10:00:00,10,1533.0,26.9,Medium,Cloudy,0.37,1,0
V03882,2024-11-19 12:00:00,12,1045.7,0.0,Low,Clear,1.04,1,0
V03883,2024-11-19 14:00:00,14,1456.1,21.7,Low,Clear,1.55,0,0
V03884,2024-11-19 16:00:00,16,560.0,37.2,Medium,Rain,0.53,1,0
V03885,2024-11-19 18:00:00,18,925.3,62.8,Low,Rain,0.24,1,0
V03886,2024-11-19 20:00:00,20,458.5,30.4,Medium,Storm,0.5,1,0
V03887,2024-11-19 22:00:00,22,713.9,61.3,Medium,Storm,1.15,1,0
V03888,2024-11-20 00:00:00,0,782.1,2.7,Low,Cloudy,0.93,1,0
V03889,2024-11-20 02:00:00,2,573.4,62.0,Medium,Rain,1.19,1,0
V03890,2024-11-20 04:00:00,4,353.0,0.0,Medium,Clear,0.86,1,0
V03891,2024-11-20 06:00:00,6,263.9,132.4,High,Rain,1.44,1,0
V03892,2024-11-20 08:00:00,8,100.0,31.5,Low,Storm,0.81,1,0
V03893,2024-11-20 10:00:00,10,424.6,10.1,High,Rain,0.69,1,0
V03894,2024-11-20 12:00:00,12,1182.4,62.1,High,Clear,1.63,1,0
V03895,2024-11-20 14:00:00,14,180.7,28.1,Medium,Clear,0.65,1,0
V03896,2024-11-20 16:00:00,16,284.3,33.6,Medium,Clear,0.92,1,0
V03897,2024-11-20 18:00:00,18,1705.9,40.9,Medium,Clear,2.6,1,0
V03898,2024-11-20 20:00:00,20,613.6,63.4,High,Rain,3.44,1,0
V03899,2024-11-20 22:00:00,22,1044.5,14.6,Low,Cloudy,1.98,0,0
V03900,2024-11-21 00:00:00,0,1189.0,51.0,High,Clear,0.12,1,0
V03901,2024-11-21 02:00:00,2,1198.1,100.5,High,Cloudy,0.68,1,1
V03902,2024-11-21 04:00:00,4,215.0,80.0,Medium,Clear,0.96,1,1
V03903,2024-11-21 06:00:00,6,796.0,43.6,Medium,Cloudy,2.27,0,0
V03904,2024-11-21 08:00:00,8,171.8,49.6,Medium,Clear,1.2,0,0
V03905,2024-11-21 10:00:00,10,2000.8,51.8,High,Clear,0.93,1,1
V03906,2024-11-21 12:00:00,12,182.3,81.8,High,Cloudy,1.41,1,0
V03907,2024-11-21 14:00:00,14,428.5,40.7,Low,Cloudy,1.22,1,0
V03908,2024-11-21 16:00:00,16,431.7,29.5,Low,Rain,2.89,1,0
V03909,2024-11-21 18:00:00,18,226.5,44.9,Low,Clear,0.84,1,1
